## Z	A	Mass
15	32	31.973907643
16	32	31.97207117443
17	32	31.985684637
18	32	31.997637826
19	32	32.02265
10	33	33.04938
11	33	33.025529
12	33	33.005327245
13	33	32.990877687
14	33	32.977976964
15	33	32.971725694
16	33	32.97145890985
17	33	32.977451989
18	33	32.989925547
19	33	33.00756
10	34	34.056728
11	34	34.03401
12	34	34.008935481
13	34	33.996779057
14	34	33.978575437
15	34	33.973645887
16	34	33.967867012
17	34	33.973762491
18	34	33.980270093
19	34	33.99869
20	34	34.01487
11	35	35.041043
12	35	35.01679
13	35	34.999759817
14	35	34.984550134
15	35	34.973314053
16	35	34.969032322
17	35	34.968852694
18	35	34.975257721
19	35	34.988005407
20	35	35.00514
11	36	36.049708
12	36	36.021879
13	36	36.006388
14	36	35.986649271
15	36	35.978259619
16	36	35.967080699
17	36	35.968306822
18	36	35.967545105
19	36	35.98130201
20	36	35.993074406
21	36	36.01648
11	37	37.057471
12	37	37.030286265
13	37	37.010531
14	37	36.992945191
15	37	36.979606956
16	37	36.971125507
17	37	36.965902584
18	37	36.966776314
19	37	36.973375889
20	37	36.985897852
21	37	37.003779
12	38	38.03658
13	38	38.017402
14	38	37.995523
15	38	37.984303105
16	38	37.97116331
17	38	37.968010418
18	38	37.962732104
19	38	37.969081116
20	38	37.976319226
21	38	37.995438
22	38	38.011669
12	39	39.045384
13	39	39.022169
14	39	39.002491
15	39	38.986285865
16	39	38.975133852
17	39	38.968008162
18	39	38.964313039
19	39	38.96370648661
20	39	38.970710813
21	39	38.98478497
22	39	39.002362
12	40	40.051906
13	40	40.029619
14	40	40.005829
15	40	39.991288865
16	40	39.975482562
17	40	39.970415469
18	40	39.96238312378
19	40	39.963998166
20	40	39.962590865
21	40	39.977967292
22	40	39.990498721
23	40	40.013065
13	41	41.035878
14	41	41.013011
15	41	40.994654
16	41	40.979593451
17	41	40.970684525
18	41	40.964500571
19	41	40.96182525796
20	41	40.962277921
21	41	40.969251104
22	41	40.983148
23	41	41.000344
13	42	42.043049
14	42	42.017681
15	42	42.001084
16	42	41.9810651
17	42	41.973342
18	42	41.963045736
19	42	41.962402306
20	42	41.958617828
21	42	41.965516522
22	42	41.973049022
23	42	41.99182
24	42	42.007225
13	43	43.050478
14	43	43.0248
15	43	43.005024
16	43	42.986907635
17	43	42.9740637
18	43	42.965636055
19	43	42.960734703
20	43	42.95876643
21	43	42.961150472
22	43	42.968522521
23	43	42.980766
24	43	42.997885
14	44	44.03061
15	44	44.011219
16	44	43.990118848
17	44	43.978116312
18	44	43.964923816
19	44	43.961586986
20	44	43.955481543
21	44	43.959402867
22	44	43.959689951
23	44	43.97411
24	44	43.985657
25	44	44.007547
14	45	45.040247
15	45	45.016747
16	45	44.995717
17	45	44.980394353
18	45	44.968039733
19	45	44.960691493
20	45	44.956186326
21	45	44.955907503
22	45	44.958121211
23	45	44.965768951
24	45	44.97905
25	45	44.994364
26	45	45.014774
15	46	46.024659
16	46	46.000365
17	46	45.985121323
18	46	45.968037446
19	46	45.961981586
20	46	45.953687988
21	46	45.955167485
22	46	45.952626856
23	46	45.960197971
24	46	45.96836097
25	46	45.986506
26	46	46.000977
15	47	47.031895
16	47	47.007912
17	47	46.989501
18	47	46.972768114
19	47	46.961661614
20	47	46.954541394
21	47	46.952402704
22	47	46.951757752
23	47	46.954904038
24	47	46.962895544
25	47	46.975774
26	47	46.992625
27	47	47.011133
16	48	48.0137
17	48	47.995405
18	48	47.97608
19	48	47.965341186
20	48	47.952522904
21	48	47.952223157
22	48	47.947940932
23	48	47.952251229
24	48	47.954028667
25	48	47.968549085
26	48	47.980676
27	48	48.00161
28	48	48.018028
16	49	49.022644
17	49	49.001009
18	49	48.981546
19	49	48.968210755
20	49	48.955662875
21	49	48.950014423
22	49	48.947864627
23	49	48.948510746
24	49	48.951332955
25	49	48.959612585
26	49	48.973429
27	49	48.989393
28	49	49.008803
17	50	50.008309
18	50	49.98569
19	50	49.972380017
20	50	49.957499217
21	50	49.952176415
22	50	49.944785839
23	50	49.947155845
24	50	49.946041443
25	50	49.954237391
26	50	49.962988
27	50	49.981073
28	50	49.995577
17	51	51.015341
18	51	50.992818
19	51	50.975827867
20	51	50.960995665
21	51	50.953592095
22	51	50.9466096
23	51	50.943956867
24	51	50.944764652
25	51	50.948208065
26	51	50.956840779
27	51	50.970647
28	51	50.987225
18	52	51.998626
19	52	51.981602
20	52	51.963213648
21	52	51.956582351
22	52	51.94689196
23	52	51.944772839
24	52	51.940504992
25	52	51.945563488
26	52	51.948115217
27	52	51.963112
28	52	51.976028
29	52	51.997552
18	53	53.00729
19	53	52.9868
20	53	52.968451
21	53	52.958231821
22	53	52.949724785
23	53	52.944335593
24	53	52.940646961
25	53	52.941287742
26	53	52.945305574
27	53	52.954203217
28	53	52.96819
29	53	52.985754
19	54	53.99463
20	54	53.972989
21	54	53.96361662
22	54	53.951022786
23	54	53.946437472
24	54	53.938878012
25	54	53.940356429
26	54	53.939608306
27	54	53.948459192
28	54	53.957833
29	54	53.977015
30	54	53.993267
19	55	55.00076
20	55	54.9803
21	55	54.967622601
22	55	54.955267465
23	55	54.947241114
24	55	54.940837289
25	55	54.938043172
26	55	54.938291283
27	55	54.941996531
28	55	54.951329961
29	55	54.966038
30	55	54.984358
19	56	56.00851
20	56	55.98508
21	56	55.97332
22	56	55.95778819
23	56	55.950450694
24	56	55.940649107
25	56	55.938902947
26	56	55.934935617
27	56	55.93983815
28	56	55.942127872
29	56	55.958515
30	56	55.972743
31	56	55.996361
20	57	56.99262
21	57	56.97746
22	57	56.963590068
23	57	56.952320197
24	57	56.943612409
25	57	56.938285968
26	57	56.935392134
27	57	56.936289913
28	57	56.939791525
29	57	56.949211819
30	57	56.965056
31	57	56.983886
20	58	57.99794
21	58	57.98403
22	58	57.966602
23	58	57.956626932
24	58	57.944184502
25	58	57.940066646
26	58	57.933273738
27	58	57.935751429
28	58	57.93534178
29	58	57.944532413
30	58	57.954590428
31	58	57.974729
32	58	57.992399
21	59	58.98894
22	59	58.972614
23	59	58.959385659
24	59	58.94837781
25	59	58.940391113
26	59	58.934873649
27	59	58.933193656
28	59	58.934345571
29	59	58.939496844
30	59	58.949312017
31	59	58.963757
32	59	58.982963
21	60	59.99565
22	60	59.976028
23	60	59.96431329
24	60	59.949898146
25	60	59.943136576
26	60	59.934070411
27	60	59.933815667
28	60	59.930785256
29	60	59.937363916
30	60	59.94184145
31	60	59.957498
32	60	59.970918
33	60	59.994128
21	61	61.001
22	61	60.982448
23	61	60.96725
24	61	60.954400963
25	61	60.944452544
26	61	60.936746244
27	61	60.932476145
28	61	60.931054945
29	61	60.933457371
30	61	60.93950696
31	61	60.949398859
32	61	60.964187
33	61	60.981857
22	62	61.986581
23	62	61.97265
24	62	61.956097451
25	62	61.947907386
26	62	61.936791812
27	62	61.934058317
28	62	61.928344871
29	62	61.932594921
30	62	61.934333477
31	62	61.944189757
32	62	61.95519
33	62	61.973891
22	63	62.993827
23	63	62.9765
24	63	62.961344384
25	63	62.949664675
26	63	62.9402727
27	63	62.933599744
28	63	62.929669139
29	63	62.929597236
30	63	62.933211167
31	63	62.939294195
32	63	62.949628
33	63	62.964036
22	64	63.9989
23	64	63.98248
24	64	63.964058
25	64	63.95384937
26	64	63.940987763
27	64	63.935810291
28	64	63.927966341
29	64	63.929763857
30	64	63.929141772
31	64	63.936840365
32	64	63.941689913
33	64	63.95756
34	64	63.971336
23	65	64.987354
24	65	64.969705
25	65	64.95601975
26	65	64.945015324
27	65	64.936462073
28	65	64.930084697
29	65	64.927789487
30	65	64.929240532
31	65	64.932734395
32	65	64.939368137
33	65	64.949611
34	65	64.964552
23	66	65.993977
24	66	65.973462
25	66	65.960546834
26	66	65.94624996
27	66	65.939442945
28	66	65.929139334
29	66	65.928868814
30	66	65.926033704
31	66	65.931589832
32	66	65.933862126
33	66	65.944148779
34	66	65.955276
23	67	66.999302
24	67	66.979946
25	67	66.964079
26	67	66.951035482
27	67	66.940609628
28	67	66.931569414
29	67	66.927729526
30	67	66.927127482
31	67	66.928202384
32	67	66.93273362
33	67	66.939251111
34	67	66.949994
35	67	66.964798
24	68	67.984112
25	68	67.969533
26	68	67.953314875
27	68	67.944250135
28	68	67.931868789
29	68	67.929610889
30	68	67.924844291
31	68	67.927980221
32	68	67.928095308
33	68	67.93677413
34	68	67.941825239
35	68	67.958356
24	69	68.990789
25	69	68.973408
26	69	68.9581
27	69	68.946023102
28	69	68.935610268
29	69	68.929429268
30	69	68.926550418
31	69	68.925573531
32	69	68.927964471
33	69	68.932246294
34	69	68.939414847
35	69	68.950338413
36	69	68.96518
24	70	69.995191
25	70	69.979066
26	70	69.960805
27	70	69.949941
28	70	69.936431303
29	70	69.932392079
30	70	69.925319181
31	70	69.926021917
32	70	69.924248706
33	70	69.930926151
34	70	69.933515523
35	70	69.944792323
36	70	69.955877
25	71	70.983285
26	71	70.966259
27	71	70.952366923
28	71	70.940518964
29	71	70.932676832
30	71	70.92771958
31	71	70.924702536
32	71	70.924952284
33	71	70.927113758
34	71	70.932209432
35	71	70.939342156
36	71	70.950265696
37	71	70.965582
25	72	71.989372
26	72	71.969479
27	72	71.956844
28	72	71.941785926
29	72	71.935820307
30	72	71.926842807
31	72	71.926367434
32	72	71.922075826
33	72	71.926752295
34	72	71.927140507
35	72	71.936594607
36	72	71.942092407
37	72	71.958851
26	73	72.975416
27	73	72.95983
28	73	72.946206683
29	73	72.936674378
30	73	72.929582582
31	73	72.925174682
32	73	72.923458956
33	73	72.923829089
34	73	72.926754883
35	73	72.931671621
36	73	72.939289195
37	73	72.950529
38	73	72.9657
26	74	73.978969
27	74	73.964766
28	74	73.94798
29	74	73.939874862
30	74	73.929407262
31	74	73.926945726
32	74	73.921177762
33	74	73.923928598
34	74	73.922475935
35	74	73.929910281
36	74	73.933084017
37	74	73.944265868
38	74	73.95617
26	75	74.985357
27	75	74.96817
28	75	74.952732
29	75	74.941522606
30	75	74.932840246
31	75	74.926500246
32	75	74.922858371
33	75	74.921594562
34	75	74.922522871
35	75	74.92581057
36	75	74.930945746
37	75	74.938573201
38	75	74.94995277
39	75	74.96584
27	76	75.973687
28	76	75.955308
29	76	75.945275025
30	76	75.933114957
31	76	75.928827625
32	76	75.921402726
33	76	75.92239201
34	76	75.919213704
35	76	75.924541577
36	76	75.925910726
37	76	75.935073032
38	76	75.941762761
39	76	75.95869
27	77	76.97744
28	77	76.960494
29	77	76.9478
30	77	76.936887199
31	77	76.9291543
32	77	76.923549844
33	77	76.920647564
34	77	76.91991415
35	77	76.921379194
36	77	76.92467
37	77	76.9304016
38	77	76.937945455
39	77	76.950146
40	77	76.965604
28	78	77.963618
29	78	77.95223
30	78	77.938289205
31	78	77.931608845
32	78	77.922852912
33	78	77.921827795
34	78	77.917309243
35	78	77.921145859
36	78	77.920366341
37	78	77.928141868
38	78	77.93217998
39	78	77.94399
40	78	77.956146
28	79	78.970402
29	79	78.95519
30	79	78.942638068
31	79	78.932852301
32	79	78.925360129
33	79	78.920948445
34	79	78.918499251
35	79	78.918337601
36	79	78.920082945
37	79	78.923989864
38	79	78.929707664
39	79	78.93793
40	79	78.94979
41	79	78.966022
28	80	79.975706
29	80	79.961138
30	80	79.94455293
31	80	79.936420774
32	80	79.925350774
33	80	79.922474548
34	80	79.916521785
35	80	79.91852981
36	80	79.916378048
37	80	79.922516444
38	80	79.92451754
39	80	79.934354755
40	80	79.941642
41	80	79.958754
29	81	80.966269
30	81	80.950402619
31	81	80.938133842
32	81	80.928832942
33	81	80.92213229
34	81	80.917993044
35	81	80.916288206
36	81	80.916589714
37	81	80.918993927
38	81	80.923211394
39	81	80.929454283
40	81	80.938314
41	81	80.95023
42	81	80.965915
29	82	81.972818
30	82	81.954574099
31	82	81.943176533
32	82	81.929774033
33	82	81.924738733
34	82	81.916699537
35	82	81.91680176
36	82	81.9134811552
37	82	81.918209024
38	82	81.918399847
39	82	81.926930188
40	82	81.931689
41	82	81.944079
42	82	81.956661
30	83	82.961041
31	83	82.947120301
32	83	82.934539101
33	83	82.925206901
34	83	82.919118609
35	83	82.915175289
36	83	82.914126518
37	83	82.915114182
38	83	82.917554374
39	83	82.922484025
40	83	82.929240925
41	83	82.938211
42	83	82.950252
43	83	82.966377
30	84	83.965722
31	84	83.95267
32	84	83.937575091
33	84	83.929303291
34	84	83.918466762
35	84	83.916496419
36	84	83.91149772863
37	84	83.914375225
38	84	83.91341912
39	84	83.920671061
40	84	83.923325662
41	84	83.934279
42	84	83.941846
43	84	83.959527
30	85	84.972914
31	85	84.95722
32	85	84.942969659
33	85	84.932163659
34	85	84.922260759
35	85	84.915645759
36	85	84.912527262
37	85	84.9117897376
38	85	84.912932043
39	85	84.916433039
40	85	84.921443198
41	85	84.928845837
42	85	84.938260737
43	85	84.950778
44	85	84.966774
31	86	85.963414
32	86	85.946967
33	86	85.936701533
34	86	85.924311733
35	86	85.918805433
36	86	85.91061062627
37	86	85.911167443
38	86	85.90926072631
39	86	85.914886098
40	86	85.916296815
41	86	85.925781535
42	86	85.931174817
43	86	85.944637
44	86	85.957305
31	87	86.968599
32	87	86.95268
33	87	86.940291718
34	87	86.928688618
35	87	86.920674018
36	87	86.913354759
37	87	86.909180531
38	87	86.90887749615
39	87	86.910876102
40	87	86.914817339
41	87	86.920692472
42	87	86.928196201
43	87	86.938067187
44	87	86.951132
32	88	87.95691
33	88	87.94555
34	88	87.931417491
35	88	87.924083291
36	88	87.914447881
37	88	87.911315591
38	88	87.90561225561
39	88	87.909501276
40	88	87.910220709
41	88	87.918224287
42	88	87.921967781
43	88	87.933782381
44	88	87.941664
45	88	87.960429
32	89	88.96379
33	89	88.94976
34	89	88.936669059
35	89	88.926704559
36	89	88.91783545
37	89	88.912278137
38	89	88.907450808
39	89	88.905841205
40	89	88.908882332
41	89	88.913445272
42	89	88.91946815
43	89	88.92764865
44	89	88.937455
45	89	88.950767
32	90	89.96863
33	90	89.95563
34	90	89.940096
35	90	89.93129285
36	90	89.91952793
37	90	89.914798803
38	90	89.907730885
39	90	89.9071448
40	90	89.904698758
41	90	89.911259204
42	90	89.913931272
43	90	89.924073921
44	90	89.930344379
45	90	89.944498
46	90	89.95737
33	91	90.96039
34	91	90.9457
35	91	90.934398618
36	91	90.92380631
37	91	90.916537265
38	91	90.910195958
39	91	90.907298066
40	91	90.905640223
41	91	90.906990274
42	91	90.911745195
43	91	90.918424975
44	91	90.926741532
45	91	90.937123
46	91	90.950692
33	92	91.96674
34	92	91.94984
35	92	91.939631597
36	92	91.926173094
37	92	91.919728481
38	92	91.911038224
39	92	91.908945745
40	92	91.905035322
41	92	91.907188568
42	92	91.906807155
43	92	91.915269779
44	92	91.920234375
45	92	91.932367694
46	92	91.941406
47	92	91.960139
34	93	92.95629
35	93	92.94322
36	93	92.931147174
37	93	92.922039325
38	93	92.914024311
39	93	92.909578422
40	93	92.906470646
41	93	92.906373161
42	93	92.906808773
43	93	92.910245149
44	93	92.917104444
45	93	92.925912781
46	93	92.93666
47	93	92.95033
34	94	93.96049
35	94	93.949114
36	94	93.934140454
37	94	93.926394818
38	94	93.915355643
39	94	93.911592063
40	94	93.906312524
41	94	93.907278992
42	94	93.905083592
43	94	93.909652325
44	94	93.911342863
45	94	93.921730453
46	94	93.929036292
47	94	93.943736
48	94	93.956908
34	95	94.9673
35	95	94.95301
36	95	94.939710923
37	95	94.929262568
38	95	94.91935584
39	95	94.912818711
40	95	94.908040267
41	95	94.906831115
42	95	94.905837442
43	95	94.907652287
44	95	94.91040442
45	95	94.915897895
46	95	94.924888512
47	95	94.93602
48	95	94.94994
35	96	95.95903
36	96	95.943016618
37	96	95.934133393
38	96	95.921712692
39	96	95.915902953
40	96	95.908277621
41	96	95.908101591
42	96	95.904674774
43	96	95.907866681
44	96	95.907588914
45	96	95.91445171
46	96	95.918213744
47	96	95.930743906
48	96	95.94034
49	96	95.959323
35	97	96.96344
36	97	96.949088784
37	97	96.937177118
38	97	96.926374776
39	97	96.918280286
40	97	96.910957386
41	97	96.908098414
42	97	96.906016903
43	97	96.906360723
44	97	96.907545779
45	97	96.911327876
46	97	96.916471987
47	97	96.923965326
48	97	96.9351
49	97	96.94934
35	98	97.969672
36	98	97.95243
37	98	97.941632317
38	98	97.92869186
39	98	97.92238836
40	98	97.912735124
41	98	97.91033265
42	98	97.905403608
43	98	97.907211205
44	98	97.905286713
45	98	97.91070774
46	98	97.912698337
47	98	97.921559972
48	98	97.927389317
49	98	97.94214
36	99	98.95839
37	99	98.945119192
38	99	98.932880511
39	99	98.924154288
40	99	98.916670835
41	99	98.911609371
42	99	98.907707298
43	99	98.906249678
44	99	98.905930278
45	99	98.90812469
46	99	98.91177329
47	99	98.917645768
48	99	98.924925847
49	99	98.93411
50	99	98.94853
36	100	99.96237
37	100	99.950351731
38	100	99.935779615
39	100	99.927721063
40	100	99.918005444
41	100	99.914333963
42	100	99.907467976
43	100	99.907652711
44	100	99.904210452
45	100	99.908114141
46	100	99.908520315
47	100	99.916115445
48	100	99.92034882
49	100	99.93095718
50	100	99.938504196
36	101	100.96873
37	101	100.954004
38	101	100.940606266
39	101	100.930154138
40	101	100.92145311
41	101	100.915306496
42	101	100.910337641
43	101	100.90730526
44	101	100.905573075
45	101	100.906158905
46	101	100.908284828
47	101	100.912683953
48	101	100.918586211
49	101	100.92634
50	101	100.935259244
37	102	101.95952
38	102	101.94400468
39	102	101.934327889
40	102	101.923147431
41	102	101.918083697
42	102	101.910288138
43	102	101.909207275
44	102	101.9043403
45	102	101.90683427
46	102	101.905632058
47	102	101.91170454
48	102	101.914481799
49	102	101.924105916
50	102	101.93028953
37	103	102.96392
38	103	102.94909
39	103	102.937243208
40	103	102.92719724
41	103	102.919453403
42	103	102.91308514
43	103	102.909174008
44	103	102.906314833
45	103	102.905494068
46	103	102.90611084
47	103	102.90896056
48	103	102.913416923
49	103	102.919878613
50	103	102.928101962
51	103	102.93969
38	104	103.95265
39	104	103.94196
40	104	103.929442315
41	104	103.922899115
42	104	103.913740756
43	104	103.911428905
44	104	103.90542536
45	104	103.906645295
46	104	103.904030401
47	104	103.908623725
48	104	103.90985623
49	104	103.91821454
50	104	103.923105197
51	104	103.936474502
38	105	104.95855
39	105	104.944959
40	105	104.93401489
41	105	104.924942564
42	105	104.916975159
43	105	104.911657952
44	105	104.907745525
45	105	104.905687806
46	105	104.905079487
47	105	104.906525607
48	105	104.909463895
49	105	104.914502324
50	105	104.921268423
51	105	104.931276549
52	105	104.943304508
38	106	105.962651
39	106	105.95056
40	106	105.937144
41	106	105.928927768
42	106	105.918266218
43	106	105.914356697
44	106	105.907328203
45	106	105.907285901
46	106	105.903480293
47	106	105.906663507
48	106	105.906459797
49	106	105.913463603
50	106	105.916957396
51	106	105.928637982
52	106	105.937498526
38	107	106.968975
39	107	106.95452
40	107	106.941621
41	107	106.931589672
42	107	106.922112692
43	107	106.915458485
44	107	106.909969885
45	107	106.906747974
46	107	106.905128064
47	107	106.905091531
48	107	106.906612108
49	107	106.910290071
50	107	106.915713651
51	107	106.924150624
52	107	106.935008356
53	107	106.946935
39	108	107.95996
40	108	107.94487
41	108	107.936074988
42	108	107.924040367
43	108	107.918493541
44	108	107.910185841
45	108	107.908714688
46	108	107.903891805
47	108	107.905950266
48	108	107.904183587
49	108	107.909693655
50	108	107.911894292
51	108	107.922226734
52	108	107.929380471
53	108	107.943478321
39	109	108.964358
40	109	108.95041
41	109	108.939141
42	109	108.928431106
43	109	108.920254156
44	109	108.913323756
45	109	108.908749326
46	109	108.905950574
47	109	108.904755773
48	109	108.904986698
49	109	108.907149685
50	109	108.911292843
51	109	108.918141204
52	109	108.927304534
53	109	108.938086025
54	109	108.950434948
40	110	109.95396
41	110	109.943843
42	110	109.93071068
43	110	109.923741312
44	110	109.914038548
45	110	109.911079742
46	110	109.905172868
47	110	109.906110719
48	110	109.90300746
49	110	109.907170665
50	110	109.907844835
51	110	109.916854286
52	110	109.922458104
53	110	109.935089033
54	110	109.944258765
40	111	110.959678
41	111	110.94753
42	111	110.935652016
43	111	110.925899016
44	111	110.917567616
45	111	110.911642531
46	111	110.907690347
47	111	110.905296816
48	111	110.904183766
49	111	110.905107233
50	111	110.907741126
51	111	110.913218189
52	111	110.921000589
53	111	110.930269239
54	111	110.941603989
55	111	110.95403
40	112	111.963703
41	112	111.95247
42	112	111.93831
43	112	111.929941644
44	112	111.918806972
45	112	111.914404705
46	112	111.907329986
47	112	111.90704855
48	112	111.902763883
49	112	111.905538704
50	112	111.904824877
51	112	111.912399903
52	112	111.91672785
53	112	111.92800455
54	112	111.935559071
55	112	111.950305341
41	113	112.95651
42	113	112.94365
43	113	112.932569033
44	113	112.922846396
45	113	112.915439567
46	113	112.910261267
47	113	112.906572858
48	113	112.904408097
49	113	112.904060448
50	113	112.905175845
51	113	112.909374652
52	113	112.915891
53	113	112.923650064
54	113	112.933221666
55	113	112.944428488
56	113	112.95729
41	114	113.96201
42	114	113.94653
43	114	113.93709
44	114	113.92461378
45	114	113.918721296
46	114	113.91036878
47	114	113.908823031
48	114	113.90336499
49	114	113.904916402
50	114	113.902780132
51	114	113.909289191
52	114	113.912089
53	114	113.92185
54	114	113.927980331
55	114	113.941296175
56	114	113.950718495
41	115	114.96634
42	115	114.95196
43	115	114.939538
44	115	114.928942393
45	115	114.920310993
46	115	114.913658718
47	115	114.908767363
48	115	114.905437417
49	115	114.903878773
50	115	114.903344697
51	115	114.906598
52	115	114.911902
53	115	114.918048
54	115	114.926293945
55	115	114.93591
56	115	114.947375
42	116	115.955448
43	116	115.94476
44	116	115.931219193
45	116	115.924061645
46	116	115.91429721
47	116	115.911386812
48	116	115.90476323
49	116	115.905259992
50	116	115.901742824
51	116	115.906792583
52	116	115.90846
53	116	115.916808658
54	116	115.921581112
55	116	115.933395
56	116	115.941406
57	116	115.956365
42	117	116.96117
43	117	116.94806
44	117	116.936135
45	117	116.926035623
46	117	116.917954944
47	117	116.911773974
48	117	116.907226038
49	117	116.904515712
50	117	116.902954017
51	117	116.904841535
52	117	116.908646313
53	117	116.913648314
54	117	116.92035876
55	117	116.928616726
56	117	116.938316561
57	117	116.950111
42	118	117.96497
43	118	117.95299
44	118	117.938529
45	118	117.930340443
46	118	117.919066847
47	118	117.914595487
48	118	117.906921955
49	118	117.906356659
50	118	117.901606609
51	118	117.905532174
52	118	117.905853839
53	118	117.913074
54	118	117.91617868
55	118	117.926559519
56	118	117.93306
57	118	117.946795
43	119	118.95666
44	119	118.94357
45	119	118.932556952
46	119	118.923340459
47	119	118.915570293
48	119	118.909846903
49	119	118.905850944
50	119	118.903311216
51	119	118.903945512
52	119	118.906407148
53	119	118.910074
54	119	118.915410713
55	119	118.92237733
56	119	118.930659686
57	119	118.941181
58	119	118.952828
43	120	119.96187
44	120	119.94631
45	120	119.93686
46	120	119.924551258
47	120	119.918784767
48	120	119.909868067
49	120	119.907966805
50	120	119.902201873
51	120	119.905079624
52	120	119.904059514
53	120	119.910087465
54	120	119.91178427
55	120	119.920677279
56	120	119.926045
57	120	119.938196
58	120	119.946752
43	121	120.965883
44	121	120.95164
45	121	120.939613
46	121	120.928950343
47	121	120.920125282
48	121	120.912963663
49	121	120.907851286
50	121	120.904242792
51	121	120.903810093
52	121	120.904942488
53	121	120.907405255
54	121	120.911453014
55	121	120.917227238
56	121	120.924052289
57	121	120.933236
58	121	120.943435
59	121	120.955532
44	122	121.95475
45	122	121.94409
46	122	121.930631694
47	122	121.923664448
48	122	121.913459052
49	122	121.910280966
50	122	121.903444001
51	122	121.905168074
52	122	121.903043434
53	122	121.90758882
54	122	121.908367658
55	122	121.916108145
56	122	121.919904
57	122	121.93071
58	122	121.93787
59	122	121.951927
44	123	122.960193
45	123	122.94701
46	123	122.935126
47	123	122.925337062
48	123	122.916892453
49	123	122.910433826
50	123	122.905725446
51	123	122.904214016
52	123	122.904269747
53	123	122.90558852
54	123	122.90848175
55	123	122.912996062
56	123	122.918781062
57	123	122.9263
58	123	122.93528
59	123	122.946076
44	124	123.963542
45	124	123.951809
46	124	123.937316
47	124	123.928931229
48	124	123.917657363
49	124	123.913182263
50	124	123.905276692
51	124	123.905935789
52	124	123.902817064
53	124	123.906209021
54	124	123.905891588
55	124	123.912257798
56	124	123.915093629
57	124	123.924574275
58	124	123.93031
59	124	123.94294
60	124	123.9522
45	125	124.954911
46	125	124.9419
47	125	124.930735
48	125	124.921257577
49	125	124.913604591
50	125	124.907786442
51	125	124.905252987
52	125	124.9044299
53	125	124.904629333
54	125	124.90639405
55	125	124.909727867
56	125	124.914471843
57	125	124.920815932
58	125	124.92844
59	125	124.937799
60	125	124.9489
45	126	125.959957
46	126	125.944326
47	126	125.934857
48	126	125.922429127
49	126	125.916507344
50	126	125.907658836
51	126	125.907253036
52	126	125.903310866
53	126	125.905623313
54	126	125.904296794
55	126	125.909445655
56	126	125.911250204
57	126	125.919512667
58	126	125.923971
59	126	125.93524
60	126	125.94311
61	126	125.957756
45	127	126.963467
46	127	126.94935
47	127	126.937262
48	127	126.926196624
49	127	126.917448546
50	127	126.910390401
51	127	126.906924277
52	127	126.905225714
53	127	126.904471838
54	127	126.905182899
55	127	126.907417381
56	127	126.911091275
57	127	126.916375084
58	127	126.922727
59	127	126.93071
60	127	126.94038
61	127	126.95192
46	128	127.952238
47	128	127.941363
48	128	127.927812857
49	128	127.920401053
50	128	127.910507197
51	128	127.909145645
52	128	127.904461311
53	128	127.9058086
54	128	127.903530996
55	128	127.907748648
56	128	127.908342408
57	128	127.915592123
58	128	127.918911
59	128	127.928791
60	128	127.93525
61	128	127.9487
62	128	127.958486
46	129	128.959624
47	129	128.944197
48	129	128.932304399
49	129	128.921805486
50	129	128.913482102
51	129	128.909146696
52	129	128.906596492
53	129	128.904983687
54	129	128.90478085892
55	129	128.90606569
56	129	128.908680896
57	129	128.912694475
58	129	128.918102
59	129	128.925095
60	129	128.933102
61	129	128.94323
62	129	128.954911
47	130	129.950942
48	130	129.934387566
49	130	129.924977288
50	130	129.913974533
51	130	129.911662688
52	130	129.906222747
53	130	129.906670211
54	130	129.903509349
55	130	129.906709283
56	130	129.906320874
57	130	129.912369413
58	130	129.914736
59	130	129.92359
60	130	129.928506
61	130	129.94053
62	130	129.949
63	130	129.96384
47	131	130.95665
48	131	130.94072
49	131	130.926972122
50	131	130.917053066
51	131	130.911989341
52	131	130.908522211
53	131	130.906126384
54	131	130.905084136
55	131	130.905464999
56	131	130.906941181
57	131	130.91007
58	131	130.914429465
59	131	130.92023496
60	131	130.92724802
61	131	130.935952
62	131	130.94618
63	131	130.957842
47	132	131.963725
48	132	131.94604
49	132	131.932998449
50	132	131.917823902
51	132	131.914508015
52	132	131.908546716
53	132	131.907993514
54	132	131.90415508697
55	132	131.906437743
56	132	131.905061098
57	132	131.910118959
58	132	131.911463846
59	132	131.91924
60	132	131.923321237
61	132	131.93384
62	132	131.94087
63	132	131.954696
48	133	132.95285
49	133	132.93831
50	133	132.923913756
51	133	132.91527213
52	133	132.910963332
53	133	132.907827361
54	133	132.90591075
55	133	132.905451961
56	133	132.906007325
57	133	132.908218
58	133	132.911520402
59	133	132.916330561
60	133	132.922348
61	133	132.929782
62	133	132.93856
63	133	132.94929
64	133	132.961503
48	134	133.958218
49	134	133.94454
50	134	133.928680433
51	134	133.920535675
52	134	133.911396379
53	134	133.909775663
54	134	133.905393033
55	134	133.906718503
56	134	133.904508399
57	134	133.908514011
58	134	133.908928142
59	134	133.915696729
60	134	133.91879021
61	134	133.928353
62	134	133.93411
63	134	133.9464
64	134	133.95566
49	135	134.95005
50	135	134.934908605
51	135	134.925184357
52	135	134.916554718
53	135	134.910059382
54	135	134.907231661
55	135	134.905977234
56	135	134.905688606
57	135	134.906984568
58	135	134.909160799
59	135	134.913111774
